id,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank,is_preparatory
10986,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,OBC-NCL-PWD,21,21,1
10987,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,1849,2633,0
10988,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,5006,6807,0
10989,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,637,971,0
10990,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,2155,2647,0
10991,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,525,594,0
10992,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,1224,1449,0
10993,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,230,315,0
10994,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,482,482,0
10995,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,235,349,0
10996,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,920,920,0
10997,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,123,130,0
10998,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,49,49,0
10999,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3547,5776,0
11000,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10321,12214,0
11001,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,1637,2380,0
11002,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,3551,5486,0
11003,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,1031,1505,0
11004,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,2244,2310,0
11005,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,614,770,0
10956,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN,2644,3623,0
10957,2021,IIT,1,AI,Female-Only,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN,5822,7934,0
10958,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,OBC-NCL,1106,1362,0
10959,2021,IIT,1,AI,Female-Only,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,OBC-NCL,3631,3631,0
10960,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,SC,660,839,0
10961,2021,IIT,1,AI,Female-Only,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,SC,1755,1755,0
10962,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,ST,442,457,0
10963,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-EWS,431,496,0
10964,2021,IIT,1,AI,Female-Only,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-EWS,1342,1342,0
10965,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Artificial Intelligence and Data Science,4 Years,B.Tech,GEN-PWD,108,108,0
10966,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Chemical Engineering,4 Years,B.Tech,GEN,8921,10634,0
10967,2021,IIT,1,AI,Female-Only,IIT-Patna,Chemical Engineering,4 Years,B.Tech,GEN,17402,18768,0
10968,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Chemical Engineering,4 Years,B.Tech,OBC-NCL,3775,4190,0
10969,2021,IIT,1,AI,Female-Only,IIT-Patna,Chemical Engineering,4 Years,B.Tech,OBC-NCL,7805,8175,0
10970,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Chemical Engineering,4 Years,B.Tech,SC,2152,2273,0
10971,2021,IIT,1,AI,Female-Only,IIT-Patna,Chemical Engineering,4 Years,B.Tech,SC,3061,639,0
10972,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Chemical Engineering,4 Years,B.Tech,ST,1030,145,0
10973,2021,IIT,1,AI,Female-Only,IIT-Patna,Chemical Engineering,4 Years,B.Tech,ST,609,609,1
10974,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Chemical Engineering,4 Years,B.Tech,GEN-EWS,1335,1540,0
10975,2021,IIT,1,AI,Female-Only,IIT-Patna,Chemical Engineering,4 Years,B.Tech,GEN-EWS,3592,3592,0
10976,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,GEN,8730,11011,0
10977,2021,IIT,1,AI,Female-Only,IIT-Patna,Civil Engineering,4 Years,B.Tech,GEN,19093,19325,0
10978,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,OBC-NCL,3504,4054,0
10979,2021,IIT,1,AI,Female-Only,IIT-Patna,Civil Engineering,4 Years,B.Tech,OBC-NCL,6880,7807,0
10980,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,SC,1996,2176,0
10981,2021,IIT,1,AI,Female-Only,IIT-Patna,Civil Engineering,4 Years,B.Tech,SC,3324,3350,0
10982,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,ST,589,739,0
10983,2021,IIT,1,AI,Female-Only,IIT-Patna,Civil Engineering,4 Years,B.Tech,ST,411,411,1
10984,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,GEN-EWS,1355,1600,0
10985,2021,IIT,1,AI,Female-Only,IIT-Patna,Civil Engineering,4 Years,B.Tech,GEN-EWS,2981,2981,0
10986,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Civil Engineering,4 Years,B.Tech,OBC-NCL-PWD,21,21,1
10987,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,1849,2633,0
10988,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,5006,6807,0
10989,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,637,971,0
10990,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,2155,2647,0
10991,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,525,594,0
10992,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,1224,1449,0
10993,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,230,315,0
10994,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,482,482,0
10995,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,235,349,0
10996,2021,IIT,1,AI,Female-Only,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,920,920,0
10997,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,123,130,0
10998,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,49,49,0
10999,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,3547,5776,0
11000,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,10321,12214,0
11001,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,1637,2380,0
11002,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,3551,5486,0
11003,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,1031,1505,0
11004,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,2244,2310,0
11005,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,614,770,0
11006,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,876,876,0
11007,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,786,896,0
11008,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,1756,2259,0
11009,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-PWD,167,167,1
11010,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,7506,9107,0
11011,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,17250,18104,0
11012,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,3718,4297,0
11013,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,8401,8468,0
11014,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,2203,2463,0
11015,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,786,786,1
11016,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,ST,259,470,1
11017,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN-EWS,1363,1657,0
11018,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,3659,4555,0
11019,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,9005,9591,0
11020,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,1493,1919,0
11021,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,4836,4843,0
11022,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,812,1087,0
11023,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,2268,2268,0
11024,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,484,640,0
11025,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,957,957,0
11026,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,555,712,0
11027,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,1418,1418,0
11028,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,6835,8440,0
11029,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,16428,16890,0
11030,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,2756,3425,0
11031,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,6701,7865,0
11032,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,1737,1945,0
11033,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,2960,215,0
11034,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,798,896,0
11035,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,729,729,1
11036,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,1249,1316,0
11037,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,3215,3215,0
11038,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,10050,11963,0
11039,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,20345,20548,0
11040,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,4636,4768,0
11041,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,8605,8837,0
11042,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,2515,2560,0
11043,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,824,824,1
11044,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,317,330,1
11045,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,1723,1874,0
11046,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,3781,3781,0
11047,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN,6414,7656,0
11048,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN,13431,14269,0
11049,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,OBC-NCL,3292,3618,0
11050,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,OBC-NCL,6847,7510,0
11051,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,SC,1326,2208,0
11052,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,SC,2023,2023,0
11053,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,ST,899,985,0
11054,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,ST,424,424,1
11055,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN-EWS,1042,1256,0
11006,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,876,876,0
11007,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,786,896,0
11008,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,1756,2259,0
11009,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-PWD,167,167,1
11010,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,7506,9107,0
11011,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,17250,18104,0
11012,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,3718,4297,0
11013,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,8401,8468,0
11014,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,2203,2463,0
11015,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,786,786,1
11016,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,ST,259,470,1
11017,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN-EWS,1363,1657,0
11018,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,3659,4555,0
11019,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,9005,9591,0
11020,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,1493,1919,0
11021,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,4836,4843,0
11022,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,812,1087,0
11023,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,2268,2268,0
11024,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,484,640,0
11025,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,957,957,0
11026,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,555,712,0
11027,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,1418,1418,0
11028,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,6835,8440,0
11029,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,16428,16890,0
11030,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,2756,3425,0
11031,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,6701,7865,0
11032,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,1737,1945,0
11033,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,2960,215,0
11034,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,798,896,0
11035,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,729,729,1
11036,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,1249,1316,0
11037,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,3215,3215,0
11038,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,10050,11963,0
11039,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,20345,20548,0
11040,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,4636,4768,0
11041,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,8605,8837,0
11042,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,2515,2560,0
11043,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,824,824,1
11044,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,317,330,1
11045,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,1723,1874,0
11046,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,3781,3781,0
11047,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN,6414,7656,0
11048,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN,13431,14269,0
11049,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,OBC-NCL,3292,3618,0
11050,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,OBC-NCL,6847,7510,0
11051,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,SC,1326,2208,0
11052,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,SC,2023,2023,0
11053,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,ST,899,985,0
11054,2021,IIT,1,AI,Female-Only,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,ST,424,424,1
11055,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN-EWS,1042,1256,0
11006,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,876,876,0
11007,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,786,896,0
11008,2021,IIT,1,AI,Female-Only,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,1756,2259,0
11009,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-PWD,167,167,1
11010,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,7506,9107,0
11011,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,17250,18104,0
11012,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,3718,4297,0
11013,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,8401,8468,0
11014,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,2203,2463,0
11015,2021,IIT,1,AI,Female-Only,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,786,786,1
11016,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,ST,259,470,1
11017,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN-EWS,1363,1657,0
11018,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,3659,4555,0
11019,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,9005,9591,0
11020,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,1493,1919,0
11021,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,4836,4843,0
11022,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,812,1087,0
11023,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,2268,2268,0
11024,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,484,640,0
11025,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,957,957,0
11026,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,555,712,0
11027,2021,IIT,1,AI,Female-Only,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,1418,1418,0
11028,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,6835,8440,0
11029,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,16428,16890,0
11030,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,2756,3425,0
11031,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,6701,7865,0
11032,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,1737,1945,0
11033,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,2960,215,0
11034,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,798,896,0
11035,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,729,729,1
11036,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,1249,1316,0
11037,2021,IIT,1,AI,Female-Only,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,3215,3215,0
11038,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,10050,11963,0
11039,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,20345,20548,0
11040,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,4636,4768,0
11041,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,8605,8837,0
11042,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,2515,2560,0
11043,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,824,824,1
11044,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,317,330,1
11045,2021,IIT,1,AI,Gender-Neutral,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,1723,1874,0
11046,2021,IIT,1,AI,Female-Only,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,3781,3781,0
11047,2021,IIT,1,AI,Gender-Neutral,IIT-Gandhinagar,Chemical Engineering,4 Years,B.Tech,GEN,6414,7656,0
